0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1.0,0.9551913358642538,0.9901131622567564,0.9729334910416981,0.9624465452859502,0.9874802284535773,0.9622228370495298,0.9666666666666667,0.9555723557337653,0.962841566800588,0.8606888267023434,0.9860533131446982,0.9979402655783318,0.9642166793381064,0.9173191625339884,0.966584738120498,0.9515742397564679,0.965076447241154,0.9690161848040587,0.9873174174625301,0.9428815960507215,0.9406469868801481,0.962280755272859,0.9101456223521175,0.9895656166595989,0.9441634993361117,0.9611830601359905,0.9199812172623092,0.953020659864148,0.9832820049844601,0.9702647382230735,0.9485519287639945,0.9692881252546813,0.9325048082403138,0.9501874276603189,0.9680945835888831,0.9796687712404747,0.9454067102651404,0.9493409641940086,0.9848026635640345,0.9699642885194973,0.969143607571383,0.9579871295094271,0.9791300486523296,0.9923595707022747,0.9086752831100968,0.9311230599144446,0.9429278356405683,0.9348991450150355
0.9551913358642538,1.0,0.985900603509299,0.9569877031698135,0.9756366365628593,0.924473451641905,0.9369745992611166,0.9291626628143502,0.8785611189861341,0.9532413695749407,0.9108595236205936,0.89689705866175,0.9872172389985142,0.9660146620375364,0.8997778181863132,0.952269733673789,0.9351103149804805,0.9594786810091175,0.9109357395385403,0.9384875106191217,0.948382345545359,0.9123980392605265,0.9607140038612805,0.9518373017800585,0.9255487447253662,0.9134141431056324,0.9237154914434758,0.8889103231346543,0.9206461366603471,0.9726540904369683,0.9099099099099099,0.9614729470499086,0.9536135915493118,0.8839656943780168,0.9476309590709879,0.9765293268367139,0.9719752343171557,0.9509634325746505,0.9795774492507724,0.9160383757206749,0.9529775604634538,0.9668009539030813,0.9065508345285528,0.9610484599102901,0.9377806908406011,0.9218048263765137,0.945755612509542,0.9841093323126563,0.9103422439592673
0.9901131622567564,0.985900603509299,1.0,0.9686940383184596,0.97222979240032,0.9867490860726693,0.9868636980297734,0.980274746349146,0.985031031759396,0.987772593447038,0.9753213044447562,0.9704768757345776,0.9703654957809964,0.9793216001192749,0.9435641951204965,0.9771584874918805,0.9787736168617276,0.9778941948273627,0.9832882547667164,0.9827752845934684,0.9463727629519564,0.9886797726783777,0.9634860044339381,0.9906542056074766,0.9919677414109795,0.9787431288487795,0.9926179653702434,0.9515151515151515,0.9749341444279435,0.9533037001133027,0.9832820049844601,0.9414096057649476,0.9900061553643782,0.9745167692522799,0.9882601319497222,0.9732630486005928,0.9928712521424078,0.9711279168545763,0.9859552285808709,0.9808504017170626,0.9888293082275204,0.9808288925473679,0.9858547729856487,0.9736127779381618,0.9603111594807081,0.9561955006030803,0.9505484091593028,0.9580997880106513,0.9943767126843689
0.9729334910416981,0.9569877031698135,0.9686940383184596,1.0,0.9808243870059056,0.9909924304103233,0.9935591240195244,0.9670782984021693,0.9357142551162901,0.9571008789634877,0.9818831141505303,0.9596834305363126,0.9808039154606174,1.0,0.9383369280147673,0.9712621210755051,0.9473693795235,0.9958387043231742,0.9688231622469223,0.9383254830483292,0.884259517119845,0.9521916015320203,0.9729334910416981,0.9475912964796634,0.9563650695950074,0.9798930942661429,0.9696047402155921,0.9526534566481094,0.9346003489072229,0.9591277309244738,0.9619631668251951,0.9224698756345727,0.9580157188935152,0.9916035457647598,0.9310629983402341,1.0,0.9213112424256316,0.9693372911255834,0.9683296637314885,1.0,0.976156197488397,0.9744886490426218,0.9887212379691,0.9883324222148017,0.9872177725716264,0.9075322902543614,0.9220854330774995,0.913958783221812,0.9194227184783405
0.9624465452859502,0.9756366365628593,0.97222979240032,0.9808243870059056,1.0,0.9853938461304415,0.9484184136957622,0.9385473244005188,0.9253953142031507,0.923648707563931,0.919166011950651,0.959033808346868,0.9804767951169022,0.9328168393041715,0.9342051407221607,0.9752081459027357,0.9602850618046589,0.967945297050999,0.9690334963845741,0.9590380233756355,0.9359338859351602,0.9676308820048706,0.9709096621086417,0.9709237911735291,0.9671468089679999,0.9387929622972422,0.9411521884692534,0.9528052213159837,0.9268402956074872,0.9656944596888212,0.9756122550947602,0.9556195110567448,0.9739988151227214,0.9295295828760886,0.9578455840023322,0.9768410231975042,0.9898124100222538,0.9564144928693535,0.9690268895417795,0.9377977554361371,0.9605882305429793,0.9597638337327331,0.9618832377724241,0.990287358120763,0.9891888715790903,0.9556910644282594,0.9595618419734231,0.9401048101194993,0.9247918302976792
0.9874802284535773,0.924473451641905,0.9867490860726693,0.9909924304103233,0.9853938461304415,1.0,0.985184366143778,0.9540527858909348,0.9381451268699142,0.9843241382880894,0.9585587314447452,0.9427707836624508,0.9582148616007907,0.9687303228651606,0.9668009539030813,0.9807082226055713,0.9916690424751018,0.983940472118487,0.9657864490591144,0.967470929795826,0.9593165735503001,0.9572106188732696,0.9209676371934444,0.9852446755537787,1.0,0.9651288102507278,0.9717352885364553,0.9222067462064824,0.9566832840378837,0.9617326796410333,0.9289757539446355,0.9775339768579192,0.9761790210957045,0.9934800715262958,0.9601486977992116,0.9614682233982728,0.9431940973635171,0.9722066481023147,0.9915082261523678,0.9930576629846721,0.9702794904498643,1.0,0.9704853640533905,0.9699939382285678,0.9710696115501661,0.9672041516493516,0.9088690684389624,0.9374100178301058,0.9871445115170113
0.9622228370495298,0.9369745992611166,0.9868636980297734,0.9935591240195244,0.9484184136957622,0.985184366143778,1.0,0.9415289200933924,0.9336403003974902,0.9666443091656881,0.8495819918611626,0.9672800218706458,0.9070377011482752,0.956295798005485,0.9336111496078184,0.9738032054408269,0.9730672655996822,0.8813567952812457,0.9525793444156804,0.9428349084638763,0.9815396790259339,0.9723491187147514,0.89925711914704,0.8920379517246299,0.9897624106974511,0.9838205188443838,0.9351732234115517,0.9514494783272379,0.9473742528603802,0.9819408177344269,0.9615797524564267,0.9859487742957024,0.9829418861800768,0.8811039019443199,0.9574271077563381,0.9647638212377321,0.9764109124444583,0.9557915826199321,0.9362208843083116,0.9619407431103084,0.9591911274858723,0.9536736127036032,0.9534625892455924,0.9470180105176976,0.9621069158436208,0.9428090415820634,0.8915734550817738,0.9862579351468855,0.9801379059282845
0.9666666666666667,0.9291626628143502,0.980274746349146,0.9670782984021693,0.9385473244005188,0.9540527858909348,0.9415289200933924,1.0,0.9459161070377214,0.9502732821595591,0.9024935904764443,0.9876879194160154,0.9152553237716281,0.9414345867004904,0.9173435499885024,0.9674027243353811,0.9591029737302126,0.8867630805932999,0.9839739009850549,0.962911108149554,0.9413160730419347,0.9405882978636535,0.9502546546922334,0.8858285995000995,0.9721300918624584,0.9169630614363086,0.9866930720293948,0.9025396348932226,0.9735143445415342,0.9517727610254505,0.9921609337929049,0.9245106500505968,0.9560912244382608,0.8830321968130008,0.9221249727714813,0.9878291611472618,0.9539980920057239,0.9876166249806372,0.9207250832145862,0.9263695191809059,0.9658646811055236,0.9612242207171939,0.95075868422197,0.9892139880952324,0.9888665950759702,0.941186105842668,0.9397507713484838,0.9611043208899231,0.9742360096347987
0.9555723557337653,0.8785611189861341,0.985031031759396,0.9357142551162901,0.9253953142031507,0.9381451268699142,0.9336403003974902,0.9459161070377214,1.0,0.9517734089591148,0.8406070479476326,0.9679308061753517,0.9328198302298665,0.8641167436739938,0.950147853598211,0.9691424608641782,0.9521766815343913,0.8189230248533257,0.9853367922514901,0.969438226960826,0.8997354108424374,0.986601847728528,0.8792550858049861,0.9667364890456637,0.9803906931996748,0.9515160403900805,0.9566887337756901,0.9429357547123423,0.9771355279794823,0.9379387994731578,0.9437186774847857,0.94890754655809,0.9263956796228491,0.9642088512100443,0.9736450839270632,0.995306445590965,0.9795245982302874,0.9443230547572328,0.9477192457196819,0.9191450300180578,0.9480813047867084,0.9711232450841948,0.9692806299028881,0.9636241116594315,0.9678061007498603,0.968760156386246,0.9727157901367446,0.9535571740967,0.9627444424437364
0.962841566800588,0.9532413695749407,0.987772593447038,0.9571008789634877,0.923648707563931,0.9843241382880894,0.9666443091656881,0.9502732821595591,0.9517734089591148,1.0,0.9731036891946236,0.9724500618922869,0.9147277483658328,0.9849392180017479,0.9903163454409114,0.9709048912257788,0.970651387511067,0.8849904067559858,0.9763294618370189,0.9709145993524192,0.9176470588235294,0.9643312222352858,0.9433572958957086,0.98,0.9688231622469223,0.9743589743589743,0.9751430757901793,0.961046882889233,0.970219836229009,0.9621023987294833,0.9836322826811184,0.9390445070609146,0.9666067616241427,0.8633612385352541,0.9433809609804795,0.9697622757528539,0.9873609579694446,0.9772188836410679,0.9055415073443338,0.9512884866285125,0.9786452262557865,0.9695559213988307,0.9733516745431617,0.9519454223434566,0.9676666816842904,0.9698572899377439,0.9526546096301497,0.9791421200111985,0.9725138212540326
